# Constructed from biom file
#OTU ID	VCP24	VCP25	VCP28	VCP29	VCP30	VCP31	VCP32	VCP33	VCR14	VCR15	VCR16	VCR17	VCR18	VCR19	VCR21	VCR26	VKI54	VKI55	VKI60	VUH33	VUH34	VUH36	VUH37	VUH38	VUH39	VUH40	VUH41	VUH42	VUH43
bbce890107264ed034aa5b9573d2f917	45.0	36.0	38.0	49.0	45.0	33.0	56.0	24.0	18.0	44.0	41.0	16.0	42.0	29.0	34.0	26.0	12.0	11.0	15.0	11.0	23.0	11.0	19.0	0.0	4.0	34.0	42.0	31.0	27.0
5497318e515a8c328a68f95975d9c7d4	38.0	0.0	14.0	15.0	2.0	0.0	60.0	45.0	56.0	86.0	32.0	13.0	28.0	36.0	40.0	0.0	32.0	31.0	12.0	6.0	21.0	4.0	32.0	31.0	23.0	6.0	63.0	7.0	14.0
0327ddaab816dd507181e2ff8143d36d	14.0	701.0	25.0	0.0	0.0	0.0	0.0	9.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	446.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85397513c757c1605d238dc1709c61b1	61.0	37.0	33.0	12.0	40.0	40.0	57.0	31.0	29.0	28.0	41.0	30.0	50.0	55.0	27.0	27.0	11.0	13.0	7.0	24.0	29.0	0.0	15.0	20.0	17.0	16.0	22.0	31.0	14.0
4dd4c64813812756ee9ec509799d1118	0.0	0.0	387.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	5.0
9793c0924538845d1d72ce3d08aae596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682ff9f9709fd401627e56d0ea21670d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	225.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5d8bf2553e3f63e2c7a24971bce2cffb	27.0	48.0	50.0	21.0	26.0	32.0	74.0	8.0	22.0	40.0	51.0	11.0	35.0	50.0	47.0	28.0	0.0	0.0	14.0	22.0	22.0	0.0	0.0	18.0	12.0	11.0	47.0	0.0	14.0
101637aba474a6614786486ad42acb11	12.0	5.0	9.0	3.0	2.0	0.0	197.0	151.0	30.0	16.0	21.0	20.0	21.0	24.0	23.0	21.0	7.0	1.0	4.0	19.0	7.0	2.0	37.0	10.0	10.0	9.0	39.0	13.0	10.0
a150f64c0b0ebfcade50e10743b444f5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	816.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	9.0	0.0
5d4020081f21551f90b75c0d76cbf523	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	411.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
96e6af561023b22b571640737cb6afd7	30.0	11.0	54.0	29.0	11.0	0.0	90.0	46.0	42.0	26.0	46.0	13.0	44.0	21.0	15.0	50.0	5.0	23.0	3.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	46.0	0.0
3eaeaffb620e2c01c1b15c70ddf8f25d	17.0	47.0	43.0	13.0	20.0	65.0	40.0	0.0	18.0	41.0	58.0	19.0	27.0	39.0	34.0	29.0	19.0	0.0	0.0	13.0	14.0	0.0	0.0	41.0	21.0	10.0	0.0	0.0	9.0
9ab9db54bc27307c4e2cf79120e8b13e	62.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	9.0	133.0	65.0	0.0	4.0	48.0	39.0	0.0	0.0	15.0	0.0	0.0	0.0	2.0	0.0	0.0	8.0	0.0	11.0	0.0	0.0
8cb24777cb48dde0aac60dfeca125d10	24.0	10.0	13.0	0.0	10.0	8.0	26.0	22.0	24.0	65.0	65.0	11.0	14.0	14.0	26.0	0.0	10.0	26.0	1.0	8.0	8.0	7.0	3.0	4.0	17.0	11.0	27.0	38.0	3.0
16bff61184d08e755b1db3d26ab637e1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61c85f7338b4e34043fe14b27bbc4292	13.0	23.0	51.0	18.0	27.0	36.0	4.0	19.0	19.0	22.0	43.0	12.0	22.0	25.0	15.0	28.0	11.0	4.0	22.0	13.0	14.0	21.0	0.0	35.0	15.0	16.0	27.0	22.0	20.0
46eb61080a462840e798221fc3713134	62.0	31.0	16.0	14.0	13.0	0.0	31.0	10.0	14.0	23.0	0.0	21.0	25.0	22.0	28.0	23.0	0.0	14.0	0.0	20.0	30.0	0.0	0.0	0.0	7.0	9.0	0.0	15.0	0.0
49c3d040569c6a6613bb61294120585d	45.0	23.0	0.0	0.0	6.0	0.0	0.0	48.0	81.0	37.0	64.0	0.0	0.0	53.0	90.0	0.0	0.0	4.0	4.0	7.0	4.0	0.0	9.0	0.0	15.0	0.0	0.0	41.0	0.0
2202e82b821e2855234446e58a10e367	0.0	40.0	0.0	14.0	67.0	0.0	0.0	54.0	8.0	7.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	55.0	48.0	0.0	51.0	121.0	6.0	10.0	0.0	30.0	35.0
08b0840a8b6e1139bc26b7724a4ba7d6	0.0	167.0	0.0	0.0	43.0	0.0	0.0	101.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0
eea4a0aece503b916f4508d986ac26f6	29.0	0.0	0.0	0.0	0.0	0.0	33.0	36.0	82.0	41.0	83.0	7.0	0.0	53.0	64.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	47.0	0.0
999088b9fe410c2e9ed74baf28348d62	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	6.0	5.0	0.0
4e663241a7cad3c8544cbe6139c7a938	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	113.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e85d65bfa8846c57d86cf0cb0fa06809	0.0	0.0	30.0	0.0	23.0	0.0	34.0	0.0	46.0	53.0	32.0	24.0	6.0	0.0	0.0	0.0	12.0	0.0	12.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6ecb363cbaa615df747e0376eec81ea9	10.0	0.0	10.0	8.0	9.0	0.0	35.0	33.0	24.0	20.0	33.0	7.0	9.0	25.0	44.0	9.0	14.0	5.0	0.0	2.0	12.0	0.0	18.0	5.0	6.0	0.0	0.0	8.0	0.0
076a359a791abbaa628efb43bcde0ca7	0.0	0.0	25.0	0.0	20.0	0.0	25.0	0.0	64.0	31.0	0.0	22.0	6.0	0.0	0.0	0.0	16.0	0.0	30.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6d53c80d35431690041d460a66407fd6	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	106.0	0.0	0.0	4.0	13.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0
58ce2707b8086a611789633c7c3fe8f5	0.0	14.0	75.0	7.0	12.0	0.0	17.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	12.0	12.0	5.0	44.0	29.0	3.0	73.0	0.0	0.0	15.0
54e589c786784e2713c81626caa901e6	0.0	0.0	158.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	115.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0
c85933dcd2c1f91fde17fda5af365b24	0.0	0.0	17.0	0.0	23.0	0.0	23.0	0.0	55.0	27.0	60.0	16.0	9.0	0.0	0.0	0.0	13.0	0.0	10.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c9c27ebd1138318671f5ad4b3818693f	20.0	10.0	0.0	8.0	13.0	0.0	20.0	0.0	20.0	9.0	16.0	15.0	26.0	14.0	13.0	11.0	0.0	11.0	0.0	8.0	15.0	0.0	21.0	0.0	3.0	7.0	0.0	7.0	7.0
545023650dd06d3fba250e5490a23715	25.0	25.0	14.0	13.0	10.0	0.0	18.0	0.0	15.0	11.0	0.0	9.0	17.0	17.0	29.0	17.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	6.0	6.0	0.0	16.0	0.0
5093d73c1d2621097571ace54ef1daa2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bf8c2abb7e149df5bfc4f7550a777b5f	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	76.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
960ca581bbfee6900de30113df17a5c8	36.0	0.0	20.0	0.0	0.0	0.0	0.0	18.0	26.0	19.0	27.0	6.0	7.0	0.0	42.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	3.0	41.0	0.0	11.0	0.0
ac453e709ecea05cd9aa983f17273399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.0
49633ffad27b026bb4d872ada0bc41a0	6.0	0.0	59.0	9.0	0.0	0.0	0.0	0.0	7.0	4.0	107.0	0.0	0.0	0.0	64.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	16.0	96.0	0.0	0.0
07ca75110d6fe729e3f5d0b9f5c98136	0.0	0.0	0.0	108.0	0.0	277.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0
6a0db1ac1f8cc35146ad611fe5b3bf66	0.0	39.0	6.0	31.0	31.0	0.0	27.0	0.0	0.0	0.0	11.0	20.0	0.0	0.0	32.0	22.0	24.0	12.0	23.0	12.0	7.0	7.0	16.0	3.0	18.0	0.0	0.0	0.0	0.0
e9c12c30ce1bdf01384bc0c5287a3855	29.0	0.0	14.0	0.0	34.0	0.0	15.0	18.0	0.0	0.0	35.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	25.0	16.0	0.0	35.0	5.0	12.0	60.0	4.0	23.0
a4cd6152db4ba6371bd3d35fcda62a19	0.0	0.0	234.0	2.0	0.0	0.0	0.0	27.0	5.0	11.0	0.0	0.0	5.0	2.0	9.0	2.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	3.0	0.0	1.0	0.0
6598b2f577f660405f5da1c98e47222e	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
bc457b0360fefd4e3c9f9e180e70e7dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	241.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4483fc0da9fde3eb096dae23797d048b	0.0	0.0	0.0	14.0	0.0	120.0	0.0	0.0	8.0	4.0	0.0	19.0	0.0	38.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	42.0	0.0	0.0	7.0	0.0	0.0	0.0	27.0
5f8bc9840120e2fcddfb562429e6f0eb	0.0	15.0	25.0	11.0	9.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	3.0	15.0	5.0	31.0	33.0	3.0	67.0	0.0	0.0	20.0
e1b85471bf544ceddafbfac64e54907f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f2f041dae478791ffe4e221a4e277443	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	258.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
c0d5898ff6cc2e8b82796f0183336eb1	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	25.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	40.0	1.0	1.0	90.0	16.0	16.0	6.0	0.0	0.0	0.0	0.0	0.0
4c7a497eca1fa3081f152adbbce602fb	15.0	8.0	25.0	0.0	18.0	19.0	15.0	0.0	11.0	1.0	11.0	5.0	5.0	1.0	0.0	12.0	5.0	1.0	6.0	3.0	9.0	9.0	0.0	8.0	5.0	9.0	29.0	0.0	9.0
19a5cde0d8194c833b06f8a1f43df4bb	0.0	5.0	44.0	16.0	5.0	0.0	11.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	3.0	6.0	0.0	22.0	9.0	6.0	36.0	0.0	0.0	14.0
cb579157287d18c0df741820184fca10	23.0	0.0	33.0	11.0	0.0	0.0	17.0	6.0	0.0	0.0	30.0	0.0	7.0	28.0	0.0	0.0	0.0	22.0	0.0	0.0	12.0	0.0	0.0	0.0	3.0	18.0	0.0	11.0	0.0
c674d2e9bc0413d6b50a85c75bdcc5c0	23.0	0.0	0.0	0.0	0.0	0.0	10.0	26.0	31.0	14.0	38.0	5.0	4.0	13.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
98b9ec61176ff871f2eb8dd3d3320aed	0.0	0.0	13.0	21.0	6.0	0.0	0.0	0.0	35.0	0.0	48.0	0.0	15.0	20.0	38.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b648932fab3bd5850e6098a05717e6a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	33.0	0.0	59.0	0.0	12.0	25.0	44.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0
2fa11af06970ef1f43e48df9e30c75f3	0.0	191.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8c233f867dec48466299f6ec5ef02e35	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	3.0	6.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91141752316f401fb93c5c0e0b095894	17.0	0.0	13.0	13.0	0.0	0.0	0.0	0.0	7.0	12.0	0.0	19.0	4.0	31.0	41.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0
a01a909624f777b466ccf6ade7be3eca	30.0	0.0	0.0	9.0	18.0	0.0	0.0	10.0	4.0	9.0	0.0	5.0	21.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	9.0	0.0
b0c9ef070ccac653b8df75a3c5cccd81	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
afc791d11169743210cd96ed76f1f42b	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	56.0	7.0	0.0	2.0	11.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4c705c6fcf3e67ec16c95b561c8679eb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	47.0	22.0	0.0	0.0	28.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
879815b1626853f4af4a4f0e85703fd2	0.0	0.0	22.0	11.0	6.0	0.0	14.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	7.0	9.0	0.0	22.0	0.0	2.0	40.0	22.0	0.0	11.0
fa36ca55ebbe38ff251de436d90b3f80	19.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	12.0	14.0	0.0	3.0	15.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
